English,Kiswahili,Domain
Use of Data in Anticipatory Risk Management,Matumizi ya Data katika Usimamizi wa Hatari wa Kutarajia,Disaster/Health
Can digital adherence technologies reduce inequity in tuberculosis treatment success? Evidence from a randomised controlled trial,"Je, teknolojia za ufuasi za kidijitali zinaweza kupunguza ukosefu wa usawa katika mafanikio ya matibabu ya kifua kikuu? Ushahidi kutoka kwa jaribio lililodhibitiwa nasibu",Health
Hunger in Kenya/Ethiopia: Malteser International expands aid to prevent conflicts,Njaa nchini Kenya/Ethiopia: Malteser International inapanua misaada ili kuzuia migogoro,Disaster/Health
United Nations and partners call for $472.6 million to respond in 2023 as the drought in Kenya deepens,Umoja wa Mataifa na washirika watoa wito wa dola milioni 472.6 kujibu mwaka wa 2023 huku ukame ukizidi kuongezeka nchini Kenya.,Disaster/Health
Worsening drought in Kenya leads to increase in school dropouts,"Ripoti ya Uchunguzi wa Mazingira NEAT+, Mradi wa Ugavi wa Maji kwa Jamii, Makazi ya Wakimbizi ya Kalobeyei, Kakuma, Kenya",Disaster/Health
"Environmental Screening Report NEAT+, Community Water Supply Project, Kalobeyei Refugee Settlement, Kakuma, Kenya","Ripoti ya Uchunguzi wa Mazingira NEAT+, Mradi wa Ugavi wa Maji kwa Jamii, Makazi ya Wakimbizi ya Kalobeyei, Kakuma, Kenya",Disaster/Health
Rapid Review of Healthy Ageing and Long-term Care Systems in East and Southern Africa: Country Summary Report – Kenya,Mapitio ya Haraka ya Mifumo ya Kuzeeka Kiafya na ya Muda Mrefu katika Afrika Mashariki na Kusini: Ripoti ya Muhtasari wa Nchi - Kenya,Health
Young Kenyans call for urgent action on hunger crisis,Vijana wa Kenya watoa wito wa kuchukuliwa hatua za haraka kukabiliana na baa la njaa,Disaster/Health
Ministry of health issues cholera alert as 61 cases are confirmed,Ministry of health issues cholera alert as 61 cases are confirmed,Disaster/Health
"Slovakia and UNESCO Partnership: Access to clean, affordable Water in Turkana",Ushirikiano wa Slovakia na UNESCO: Upatikanaji wa Maji safi na ya bei nafuu Turkana,Disaster/Health
Preventing electoral violence through early warning and rapid response in Kenya,Kuzuia ghasia za uchaguzi kupitia onyo la mapema na mwitikio wa haraka nchini Kenya,Disaster/Health
Empowering young people to prevent digital gender-based violence in Kenya’s elections,Kuwawezesha vijana kuzuia unyanyasaji wa kijinsia wa kidijitali katika uchaguzi wa Kenya,Security
"Kenya: Anticipatory actions towards General Elections - Operation Update Report - DREF n° MDRKE051, Operation update n° 1","Kenya: Hatua zinazotarajiwa kuelekea Uchaguzi Mkuu - Ripoti ya Usasishaji wa Operesheni - DREF n° MDRKE051, sasisho la operesheni n° 1",Governance
Government of Kenya Must Avoid Repeat of History and Prevent Electoral Violence: PHR,Serikali ya Kenya Lazima Iepuke Kurudiwa kwa Historia na Kuzuia Ghasia za Uchaguzi: PHR,Security
Kenyan Elections - Another Test in the Country’s Democratic Journey,Kufuatilia Athari za Mishtuko kwa Kaya nchini Kenya,Governance
Monitoring Impacts of Shocks on Households in Kenya,Kufuatilia Athari za Mishtuko kwa Kaya nchini Kenya,Disaster/Health
Human Appeal issues red alert for aid to Horn of Africa - Catastrophic famine conditions leading to one death every 48 seconds in Somalia and Kenya,Rufaa ya Kibinadamu yatoa tahadhari nyekundu ya msaada kwa Pembe ya Afrika - Hali mbaya ya njaa na kusababisha kifo cha mtu mmoja kila baada ya sekunde 48 nchini Somalia na Kenya,Disaster/Health
Knowledge Attitude & Practice (KAP) Survey of WASH Services Project in Dadaab Refugee Camps (29/03/2021),Mtazamo wa Maarifa na Mazoezi (KAP) ya Mradi wa Huduma za WASH katika Kambi za Wakimbizi za Dadaab (29/03/2021),Disaster/Health
"Malteser International: ""The need for humanitarian aid has never been greater""","Malteser International: ""Haja ya misaada ya kibinadamu haijawahi kuwa kubwa zaidi""",Disaster/Health
Protection de l'environnement par les femmes dans le nord du Kenya,Protection de l'environnement par les femmes dans le nord du Kenya,Disaster/Health
UPCOMING LAUNCH OF THE FY 2027/28 AND MEDIUM-TERM BUDGET PREPARATION PROCESS THE NATIONAL TREASURY The National Treasury is pleased to announce the official launch of the FY 2027/28 and Medium-Term Budget preparation process.,UZINDUZI UJAO WA MCHAKATO WA MAANDALIZI YA BAJETI YA MWAKA 2027/28 NA WA MUDA WA KATI HAZINA YA TAIFA Hazina ya Taifa inafuraha kutangaza uzinduzi rasmi wa mchakato wa maandalizi ya Bajeti ya Mwaka wa 2027/2028 na Muda wa Kati.,Governance
To introduce the definition of new terms Section 4A (1) insert a new sub-paragraph in paragraph (h)— (ix) credit guarantee companies and agents insert a new paragraph immediately after paragraph (h)— (i) license and supervise credit guarantee companies.,JAMHURI YA KENYA HAZINA YA KITAIFA NA MIPANGO YA UCHUMI SERA YA TAIFA YA USHURI Karatasi ya Kipindi Na.,Disaster/Health
"REPUBLIC OF KENYA THE NATIONAL TREASURY AND ECONOMIC PLANNING NATIONAL TAX POLICY Sessional Paper No. 02 of 2023 ii © Government of the Republic of Kenya, 2023 To obtain copies of the National Tax Policy, please contact: Public Relations Office The National Treasury Treasury Building Harambee Avenue P.",JAMHURI YA KENYA HAZINA YA KITAIFA NA MIPANGO YA UCHUMI SERA YA TAIFA YA USHURI Karatasi ya Kipindi Na.,Governance
"CONTENTS 0 Financial Year 2024/25 Budget THEME: Sustaining Bottom-Up Economic Transformation Agenda, Fiscal Consolidation and investing in Climate Change Mitigation and Adaptation for Improved Livelihoods.","YALIYOMO 0 Mwaka wa Fedha wa 2024/25 MANdhari ya Bajeti: Kudumisha Ajenda ya Mabadiliko ya Kiuchumi ya Chini-juu, Uimarishaji wa Fedha na kuwekeza katika Kukabiliana na Mabadiliko ya Tabianchi na Marekebisho kwa ajili ya Maisha Bora.",Disaster/Health
"MAUDHUI:Kudumisha Ajenda ya Ustawi wa Uchumi Kupitia Mfumo wa Chini Juu, Kuimarisha Matumizi ya Fedha na Kuwekeza Katika Kukabiliana na Adhari za M abadiliko ya Tabianchi ili kuboresha Maisha.",Hazina ya Kitaifa na Mipango ya Kiuchumi P.O.,Disaster/Health
The National Treasury and Economic Planning P.O.,Hazina ya Kitaifa na Mipango ya Kiuchumi P.O.,Governance
"Achievement of this goal requires a sustained annual Gross Domestic Product (GDP) growth rate of 10 percent based on the contribution of six (6) high potential business -oriented priority sectors namely Tourism and Mining, Agriculture, Manufacturing, Wholesale and Retail, Business Process outsourcing and Financial Services.","Mafanikio ya lengo hili yanahitaji ukuaji endelevu wa Pato la Taifa (GDP) kwa mwaka wa asilimia 10 kulingana na mchango wa sekta sita (6) za kipaumbele zenye mwelekeo wa juu wa biashara ambazo ni Utalii na Madini, Kilimo, Uzalishaji, Jumla na Reja reja, Utoaji wa huduma za Mchakato wa Biashara na Huduma za Kifedha.",Disaster/Health
"Micro Small and Medium Enterprises (MSMEs) therefore, play a critical role as key drivers of business and economic growth, employment creation, poverty alleviation, innovation and competitiveness.","Kwa hivyo, Biashara Ndogo Ndogo na za Kati (MSMEs) zina jukumu muhimu kama vichochezi muhimu vya ukuaji wa biashara na uchumi, kuunda ajira, kupunguza umaskini, uvumbuzi na ushindani.",Disaster/Health
THE NATIONAL TREASURY VOTE 1071 EXPENDITURE REQUISITION FORM Requisitioning Officer………………………………………… Department………………………… Signature………………….,HAZINA YA TAIFA KURA 1071 FOMU YA MAHITAJI YA MATUMIZI Afisa Mahitaji ……………………………………………………………………………………………………………………………………………………………………………………………………………………………………,Governance
"I certify that this expenditure is authorised, necessary for official purposes, and within approved budget provisions.","Ili kupata hitimisho lenye sababu nzuri na kutoa mapendekezo kuhusu miswada/madai haya), Kamati inahitajika kuchunguza na kuchanganua hisa iliyopo ya Miswada/madai Yanayosubiri ya Serikali ya Kitaifa (bila kujumuisha bili/dai/dai) kutoka kwa Serikali za Kaunti.",Governance
"In order to come up with well -reasoned conclusions and make recommendations regarding these bills/claim(s), the Committee is required to scrutinize and analyse the existing stock of National Government Pending Bills/claim(s) (excluding any bill(s)/ claim(s ) from County Governments.","Ili kupata hitimisho lenye sababu nzuri na kutoa mapendekezo kuhusu miswada/madai haya), Kamati inahitajika kuchunguza na kuchanganua hisa iliyopo ya Miswada/madai Yanayosubiri ya Serikali ya Kitaifa (bila kujumuisha bili/dai/dai) kutoka kwa Serikali za Kaunti.",Governance
"The National Treasury and Economic Planning has prepared draft Government Investment Regulations, 2024 for consideration by stakeholders.","Hazina ya Kitaifa na Mipango ya Kiuchumi imetayarisha rasimu ya Kanuni za Uwekezaji za Serikali, 2024 kwa ajili ya kuzingatiwa na wadau.",Governance
"CPA JOHN MBADI NG’ONGO, EGH CABINET SECRETARY","CPA JOHN MBADI NG’ONGO, EGH KATIBU WA BARAZA LA MAWAZIRI",Disaster/Health
The approved BROP will subsequently be submitted to Parliament.,"Ili kukamilisha waraka huo, Hazina ya Taifa inatarajiwa kwa masharti ya Sheria ya USM kutafuta maoni kutoka kwa taasisi zilizoorodheshwa katika Sheria ya USM, umma na watu wengine wenye nia au makundi yoyote kama ilivyoainishwa katika vifungu husika vya Sheria hiyo.",Governance
"In order to finalize the document, the National Treasury is expected by the provisions of the PFM Act to seek views from the institutions listed in the PFM Act, the public and any other interested persons or groups as specified in the relevant sections of the Act.","Ili kukamilisha waraka huo, Hazina ya Taifa inatarajiwa kwa masharti ya Sheria ya USM kutafuta maoni kutoka kwa taasisi zilizoorodheshwa katika Sheria ya USM, umma na watu wengine wenye nia au makundi yoyote kama ilivyoainishwa katika vifungu husika vya Sheria hiyo.",Governance
"This is in accordance with Article 201 of the Constitution and Section 35 (2) of the Public Finance Management Act, 2012 which requires public participation on all public finance matters.",Tangazo hili limewekwa kwa habari ya jumla ya umma.,Governance
This advertisement is placed for general public information.,Tangazo hili limewekwa kwa habari ya jumla ya umma.,Disaster/Health
Legislative measures to facilitate funding of County Governments in case the Division of Revenue Bill and the County Allocation of Revenue Bill are not enacted by 30th June so as to prevent cash crisis that could arise and affect delivery of services by County Governments; 2.,Hatua za kisheria za kuwezesha ufadhili wa Serikali za Kaunti iwapo Mswada wa Mswada wa Mgawanyo wa Mapato na Mswada wa Ugavi wa Mapato ya Kaunti hautapitishwa kufikia tarehe 30 Juni ili kuzuia shida ya pesa ambayo inaweza kuibuka na kuathiri utoaji wa huduma na Serikali za Kaunti; 2.,Governance
Legislative and administrative reforms to improve social and economic well-being of all Kenyans taking into account the current debt situation and the need for a sustainable public debt position without putting more burden on Kenyans; 3.,Marekebisho ya sheria na utawala ili kuboresha ustawi wa kijamii na kiuchumi wa Wakenya wote kwa kuzingatia hali ya sasa ya madeni na hitaji la nafasi endelevu ya deni la umma bila kuweka mzigo zaidi kwa Wakenya; 3.,Governance
Global growth is projected at 3.2 percent in 2024 and 3.3 percent in 2025 from 3.3 percent in 2023.,Ukuaji wa kimataifa unakadiriwa kuwa asilimia 3.2 mwaka 2024 na asilimia 3.3 mwaka 2025 kutoka asilimia 3.3 mwaka 2023.,Disaster/Health
"The outlook reflects economic recovery in China, Euro area and UK, despite a slowdown in activity in the USA and Japan.","Mtazamo huo unaonyesha kuimarika kwa uchumi nchini China, eneo la Euro na Uingereza, licha ya kudorora kwa shughuli nchini Marekani na Japan.",Disaster/Health
"In particular, the National Treasury is required to seek views of the following: i.","Hasa, Hazina ya Taifa inatakiwa kutafuta maoni ya yafuatayo: i.",Governance
The Commission on Revenue Allocation; ii.,Tume ya Ugawaji wa Mapato; ii.,Disaster/Health
"Article 227 of the Constitution of Kenya requires that when a state organ or any other public entity contracts for goods or services, it shall do so in accordance with a system that is fair equitable transparent, competitive and cost effective.","Kifungu cha 227 cha Katiba ya Kenya kinataka kwamba wakati chombo cha serikali au shirika lingine lolote la umma likiweka kandarasi za bidhaa au huduma, litafanya hivyo kwa mujibu wa mfumo ambao ni wa usawa wa uwazi, wenye ushindani na wa gharama nafuu.",Disaster/Health
"Section 7(1) of the Public Procurement and Asset Disposal Act 2015, (The Act) states that the National Treasury established under section 11 of the Public Finance Management Act 2012 shall be responsible for Public Procurement and Asset Disposal Policy formulation.","HAZINA YA TAIFA YAANZISHA MAPITO YA UHASIBU WA MSINGI UTAYARISHAJI Hazina ya Kitaifa inafuraha kutangaza kuanza kwa mageuzi kutoka kwa uhasibu wa msingi wa fedha kwenda kwa viwango vya kimataifa vya uhasibu katika sekta ya umma (IPSAS), kuashiria hatua muhimu katika mageuzi ya usimamizi wa fedha za umma.",Governance
"NATIONAL TREASURY INITIATES TRANSITION TO ACCRUAL BASIS ACCOUNTING The National Treasury is pleased to announce the commencement of the transition from cash -basis accounting to the International Public Sector Accounting Standards (IPSAS) accrual basis, marking an important step in public financial management reform.","HAZINA YA TAIFA YAANZISHA MAPITO YA UHASIBU WA MSINGI UTAYARISHAJI Hazina ya Kitaifa inafuraha kutangaza kuanza kwa mageuzi kutoka kwa uhasibu wa msingi wa fedha kwenda kwa viwango vya kimataifa vya uhasibu katika sekta ya umma (IPSAS), kuashiria hatua muhimu katika mageuzi ya usimamizi wa fedha za umma.",Governance
"This transition will affect the National Government, County Governments, and their respective entities, ensuring greater transparency and accountability in financial reporting.","Mpito huu utaathiri Serikali ya Kitaifa, Serikali za Kaunti, na huluki zao, kuhakikisha uwazi na uwajibikaji zaidi katika kuripoti fedha.",Governance
"The Cabinet approved this transition on 7 thMarch,2024 following recommendations from the National Treasury and the Publi c Sector Accounting Standards Board (PSASB).","Baraza la Mawaziri liliidhinisha mabadiliko haya tarehe 7 Machi, 2024 kufuatia mapendekezo kutoka kwa Hazina ya Kitaifa na Bodi ya Viwango vya Uhasibu katika Sekta ya Umma (PSASB).",Governance
"The Virtual Asset Service Providers Bill, 2025 1 THE VIRTUAL ASSET SERVICE PROVIDERS BILL, 2025 ARRANGEMENT OF CLAUSES Clause PART I─PRELIMINARY 1— Short title. 2— Interpretation. 3— Meaning of “virtual asset service provider”. 4— Objects of the Act. 5— Scope of application.",SEHEMU YA II - UTEUZI WA MAMLAKA ZA USIMAMIZI 6- Mamlaka za udhibiti. 7- Kazi za mamlaka husika za udhibiti. 8- Kanuni elekezi za mamlaka husika ya udhibiti.,Disaster/Health
PART II — DESIGNATION OF REGULATORY AUTHORITIES 6— Regulatory authorities. 7— Functions of the relevant regulatory authorities. 8— Guiding principles of the relevant regulatory authority.,SEHEMU YA II - UTEUZI WA MAMLAKA ZA USIMAMIZI 6- Mamlaka za udhibiti. 7- Kazi za mamlaka husika za udhibiti. 8- Kanuni elekezi za mamlaka husika ya udhibiti.,Disaster/Health
"Section 23 (1) of the Wildlife Conservation and Management Act, 2013 (as amended) establishes the Wildlife Conservation Trust Fund.","Kifungu cha 23 (1) cha Sheria ya Uhifadhi na Usimamizi wa Wanyamapori, 2013 (kama ilivyorekebishwa) kinaanzisha Mfuko wa Udhamini wa Uhifadhi wa Wanyamapori.",Disaster/Health
"The Board of the Wildlife Conservation Trust Fund and the National Treasury have now finalized the draft Public Finance Management (Wildlife Conservation Trust Fund) Regulations, 2024.",Bodi ya Mfuko wa Hifadhi ya Wanyamapori na Hazina ya Kitaifa sasa imekamilisha rasimu ya Kanuni za Usimamizi wa Fedha za Umma (Wildlife Conservation Trust Fund) za mwaka 2024.,Governance
"These Regulations may be cited as the Sports, Arts and Social Development Fund (Amendment) Regulations, 2024.","The Government Owned Enterprises Bill, 2024 1 MUSWADA WA USHIRIKA UNAOMILIKIWA NA SERIKALI, 2024 MPANGILIO WA VIFUNGO SEHEMU YA I─AWALI 1—Jina fupi. 2 - Tafsiri. 3 - Malengo ya Sheria hii. 4- Maombi. 5- Wajibu wa Katibu wa Baraza la Mawaziri kwa Hazina ya Kitaifa. 6- Wajibu wa Katibu wa Baraza la Mawaziri husika.",Disaster/Health
"Regulation 1 of the Public Finance Management (Sports, Arts and Social Development Fund) Regulations, 2018 , hereinafter referred to as the “principal Regulations” is amended by deleting the words “Arts and Social Development” appearing immediately after the word “Sports” and substituting therefor the words “and Arts”. 3.","The Government Owned Enterprises Bill, 2024 1 MUSWADA WA USHIRIKA UNAOMILIKIWA NA SERIKALI, 2024 MPANGILIO WA VIFUNGO SEHEMU YA I─AWALI 1—Jina fupi. 2 - Tafsiri. 3 - Malengo ya Sheria hii. 4- Maombi. 5- Wajibu wa Katibu wa Baraza la Mawaziri kwa Hazina ya Kitaifa. 6- Wajibu wa Katibu wa Baraza la Mawaziri husika.",Governance
"The Government Owned Enterprises Bill, 2024 1 THE GOVERNMENT OWNED ENTERPRISES BILL, 2024 ARRANGEMENT OF CLAUSES Clause PART I─PRELIMINARY 1—Short title. 2—Interpretation. 3—Objects of this Act. 4— Application. 5— Role of the Cabinet Secretary for the National Treasury. 6— Role of the relevant Cabinet Secretary.","The Government Owned Enterprises Bill, 2024 1 MUSWADA WA USHIRIKA UNAOMILIKIWA NA SERIKALI, 2024 MPANGILIO WA VIFUNGO SEHEMU YA I─AWALI 1—Jina fupi. 2 - Tafsiri. 3 - Malengo ya Sheria hii. 4- Maombi. 5- Wajibu wa Katibu wa Baraza la Mawaziri kwa Hazina ya Kitaifa. 6- Wajibu wa Katibu wa Baraza la Mawaziri husika.",Governance
PART II—PROCEDURE AND CRITERIA FOR ESTABLISHING A GOVERNMENT OWNED ENTERPRISE 7— Guiding principles for the establishment of Government Owned Enterprises. 8— Procedure for establishment of a Government Owned Enterprise. 9— Attributes of a Government Owned Enterprise.,Sera hiyo inaungwa mkono na kujitolea kwa Serikali kushughulikia changamoto ambazo zimekabili mfumo wa ushuru wa Kenya kwa muda mrefu.,Governance
The Policy is underpinned on the Government’s commitment to address the challenges that have faced the Kenyan tax system for a long time.,Sera hiyo inaungwa mkono na kujitolea kwa Serikali kushughulikia changamoto ambazo zimekabili mfumo wa ushuru wa Kenya kwa muda mrefu.,Governance
As such this National Tax Policy identifies and analyses the challenges of the current tax regime and sets out broad policy guidelines to address these challenges thereby forming a basis for tax reforms and review of existing tax legislation.,Kwa hivyo Sera hii ya Kitaifa ya Ushuru inabainisha na kuchambua changamoto za mfumo wa sasa wa kodi na kuweka miongozo mipana ya sera ili kutatua changamoto hizi na hivyo kutengeneza msingi wa marekebisho ya kodi na mapitio ya sheria zilizopo za kodi.,Governance
"Alternatively, persons may submit written memoranda in hard copies, in the format provided for in the National Treasury website, addressed to the Principal Secretary, National Treasury, P .O.","Vinginevyo, watu wanaweza kuwasilisha memoranda zilizoandikwa katika nakala ngumu, katika muundo uliotolewa katika tovuti ya Hazina ya Kitaifa, iliyotumwa kwa Katibu Mkuu, Hazina ya Kitaifa, P.O.",Governance
